FDAT	TDAT	OMR	STN	LNR	STN_NAMN	X	Y	TOP	FORS	REFNIVA	RORHOJD	RORLANGD	SILLANGD	JORDDJUP	MATTYP	STNTYP	STNMTRL	DIAM	AKVIFER	GEOHYLAG	JORDART	GENES	TACKT	BERGART	MAGSTLK	TYPOMR	GVMILJO	ANM	NIVMET	VDIST	VT	N	E	SESS	EUCD_GWB	TEMPERATURDJUP	ID
1970-11-27	1983-12-31	26	30	1	Torpshammar_30	6956075	1521451	18GSV	2305	262,97	1,2	6,7	1.0		N	R	ME	50	JS	I	MN	XX	SI	GRA		I				SE2		6954446	562613				26_30
1970-10-30	1975-07-16	26	31	1	Torpshammar_31	6953048	1517614	18GSV	2260	329,61	0,9	8,6	1.0		N	R	ME	50	JÖ	I	GR	GF	XX	GRA		I				SE2		6951373	558816				26_31
1970-10-30	1975-09-15	26	32	1	Torpshammar_32	6954437	1513863	18GSV	2305	349,27	1,2	7,6	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE2		6952714	555049				26_32
1986-06-25	1989-09-26	26	101	1	Torpshammar_101	6904580	1523100	17GSV	2260	420,41	0,34	2	0.50		K	R	PX	19	JS	U	MN	XX	TO	GRA		I				SE2		6902994	564904				26_101
1986-06-25	1986-10-14	26	102	1	Torpshammar_102	6904580	1523100	17GSV	2260	420,44	0,4	1,8	0.50		K	R	PX	19	JS	U	MN	XX	TO	GRA		I				SE2		6902994	564904				26_102
1986-06-25	1995-09-27	26	103	1	Torpshammar_103	6904570	1523090	17GSV	2260	421,36	0,24	2	0.50		K	R	PX	19	JS	U	MN	XX	TO	GRA		I				SE2		6902984	564894				26_103
1986-06-25	1995-09-27	26	104	1	Torpshammar_104	6904570	1523090	17GSV	2260	421,54	0,4	1,8	0.50		NK	R	PX	19	JS	U	MN	XX	TO	GRA		I				SE2		6902984	564894				26_104
1986-06-25	1989-09-26	26	105	1	Torpshammar_105	6904570	1523090	17GSV	2260	421,5	0,4	1,3	0.50		NK	R	PX	19	JS	U	MN	XX	TO	GRA		I				SE2		6902984	564894				26_105
1967-10-10	1975-09-15	26	18	1	Torpshammar_18	6955886	1512115	18GSV	2305	419,57	0,45	2,7			N	R	ME		JÖ	I	MN	XX	XX	GRA		I				SE2		6954141	553284				26_18
1985-02-03	1993-02-01	26	15	3	Torpshammar_15	6952977	1517656	18GSV	2260	329,63	0,89	9			N	R	ME	50	JÖ	I	SA	GF	XX	GRA		I			X	SE2		6951302	558859				26_15
1970-10-30	1983-12-31	26	25	1	Torpshammar_25	6958756	1521951	18GSV	2305	281,14	1,25	4,85	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE2		6957132	563079				26_25
1984-09-30	2000-07-15	27	11	1	Rundhögen(Storlien)_11	7021560	1318780	19CSV	2321		0,9	22,5	1.0		N	R	ME	38	JÖ	I	SA	GF	XX	KVT		H		Alternativt omrnamn: Rundhögen		SE2		7017355	359231				27_11
1983-10-02	1984-10-10	28	1	4	Visjövalen(Storlien)_1	7026244	1315872	19CNV	2321	637	0,67	2,1			N	R	BE		JÖ	V	MN	XX	XX	SKI		H		Alternativt omrnamn: Visjövalen		SE2		7022000	356266				28_1
1972-03-15	1984-10-01	28	3	2	Visjövalen(Storlien)_3	7025946	1315681	19CNV	2321	612,2	0,35	2,1			N	R	BE		JÖ	M	MN	XX	XX	SKI		H		Alternativt omrnamn: Visjövalen		SE2		7021699	356079				28_3
1971-12-01	1983-10-02	28	4	2	Visjövalen(Storlien)_4	7025858	1315534	19CNV	2321	605,2	0,5	1,8			N	R	BE		JÖ	M	MN	XX	XX	SKI		H		Alternativt omrnamn: Visjövalen		SE2		7021610	355934				28_4
1972-01-01	1975-04-02	28	5	2	Visjövalen(Storlien)_5	7025769	1315388	19CNV	2321	598,1	0,5	2,1			N	R	BE		JÖ	M	MN	XX	XX	SKI		H		Alternativt omrnamn: Visjövalen		SE2		7021519	355789				28_5
1969-12-06	1983-12-31	29	2	3	Ytterån_2	7024190	1418903	19ESV	2309	304,94	1,5	9,7			N	R	ME	50	JÖ	I	SA	GF	XX	ASK		H				SE2		7021242	459262				29_2
1980-04-11	1983-12-31	29	4	3	Ytterån_4	7023829	1418750	19ESV	2309	297,72	1,25	6,1			N	R	ME	50	JÖ	I	SA	GF	XX	ASK		H				SE2		7020879	459114				29
_4
1981-04-27	1982-12-30	29	11	1	Ytterån_11	7024555	1414885	19ESV	2309	363,5	1				N	R	ME		JX		MN			ASK		H				SE2		7021556	455242				29_11
1969-08-16	1983-12-31	29	7	1	Ytterån_7	7023194	1419528	19ESV	2309	300,55	0,7	3,5			N	R	ME	50	JÖ	I	MN	XX	XX	ASK		H				SE2		7020254	459899				29_7
1968-07-01	1983-12-31	30	2	1	Sollefteå_2	6995288	1561315	18HNV	2283	206,7	0,9	9,5			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		G				SE2		6994142	601969				30
_2
1969-08-27	1983-12-31	30	4	1	Sollefteå_4	6995492	1561391	18HNV	2283	208,93	1,2	9,25			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		G				SE2		6994347	602043				30_4
1971-11-06	1983-12-31	30	8	1	Sollefteå_8	6995358	1561239	18HNV	2283	207,74	0,55	14			N	R	ME	75	JÖ	I	SA	GF	XX	GNE		G				SE2		6994211	601892				30
_8
1972-06-15	1982-03-15	31	1	3	Kramfors_1	6994648	1601092	18INV	2282	8,77	0,1	90			N	R	ME	125	BS	I	MN	XX	XX	GRA		G				SE2		6994001	641739				31_1
1972-07-31	1982-05-31	31	2	2	Kramfors_2	6994991	1600793	18INV	2282	6,78	-2,5	70			NT	R	ME	125	BÖ	I	MN	XX	XX	GRA		G				SE2		6994340	641436				31_2
1975-09-25	1982-03-15	31	3	2	Kramfors_3	6995424	1600366	18INV	2282	8,38	1,15				N	R	ME	125	BÖ	I	XX	XX	XX	GRA		G				SE2		6994768	641004				31_3
1958-04-01	1985-05-23	32	1	1	Åsele_1	7093108	1572456	20HNV	2463	296,3	0,5	3,9			N	R	ME	50	JÖ	I	SA	GF	XX	GRA		I				SE2		7092063	611874				32_1
1958-04-11	1985-05-23	32	2	1	Åsele_2	7093200	1572505	20HNV	2463	295,13	0,4	3,35			N	R	ME	50	JÖ	I	S	GF	XX	GRA		I				SE2		7092156	611922				32_2
1958-03-19	1985-05-23	32	3	1	Åsele_3	7093202	1572288	20HNV	2463	293,09	0,3	2,05			N	R	ME	50	JÖ	U	TO	XX	XX	GRA		I				SE2		7092155	611705				32_3
1958-03-19	1985-05-23	32	4	1	Åsele_4	7093368	1572071	20HNV	2463	293,85	0,1	2,3			N	R	ME	38	JÖ	M	MN	XX	XX	GRA		I				SE2		7092318	611486				32_4
1958-01-22	1966-12-02	32	6	1	Åsele_6	7101644	1572657	21HSV	2463	296,07	0,3	2,05			N	R	TE	100	JÖ	I	S	GF	XX	GRA		I				SE2		7100598	611967				32_6
1958-01-22	1985-05-23	32	7	1	Åsele_7	7101594	1572648	21HSV	2463	296,27	0,4	3,6			N	R	TE	100	JÖ	I	S	GF	XX	GRA		I				SE2		7100548	611959				32_7
1958-01-30	1982-03-22	32	8	1	Åsele_8	7101031	1572236	21HSV	2463	295,19	0,3	2,7			N	R	ME	50	JÖ	I	S	GF	XX	GRA		I				SE2		7099980	611554				32_8
1958-01-22	1985-05-23	32	9	1	Åsele_9	7102085	1571359	21HSV	2463	296,03	0,5	4,25			N	R	TE	100	JÖ	I	S	GF	XX	GRA		I				SE2		7101023	610664				32_9
1958-03-25	1975-11-21	32	11	1	Åsele_11	7092661	1571964	20HNV	2463	293,91	0,6	1,3			N	R	TE	100	JÖ	I	S	GF	XX	GRA		I				SE2		7091610	611388				32_11
1958-03-25	1985-05-23	32	12	1	Åsele_12	7101446	1570960	21HSV	2463	294,9	0,6	2,1			N	R	TE	100	JÖ	U	TO	XX	XX	GRA		I				SE2		7100379	610273				32_12
1958-01-22	1993-07-01	32	14	1	Åsele_14	7102060	1571347	21HSV	2463	296,13	0,4	4,45			N	R	ME	50	JÖ	V	S	GF	XX	GRA		I				SE2		7100997	610652				32_14
1958-03-25	1985-05-23	32	15	1	Åsele_15	7101201	1570607	21HSV	2463	294,46	0,6	2,4			N	R	TE	100	JÖ	U	TO	XX	XX	GRA		I				SE2		7100129	609924				32
_15
1974-08-14	1979-02-19	32	17	1	Åsele_17	7091747	1574113	20HNV	2463	305,5	1,1	4,75	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE2		7090724	613548				32_17
1974-08-14	1985-05-23	32	19	1	Åsele_19	7101046	1570368	21HSV	2463	301,97	1,1	4,1	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE2		7099972	609687				32_19
1974-08-14	1991-03-01	32	21	1	Åsele_21	7100827	1569062	21HSV	2463	345,86	1,15	5	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE2		7099736	608384				32
_21
1974-08-14	2004-06-01	32	23	1	Åsele_23	7101498	1571074	21HSV	2463	297,07	1,2	7,5	1.0		N	R	ME	50	JÖ	V	S	GF	XX	GRA		I				SE2		7100432	610387				32
_23
1974-08-14	1985-05-23	32	24	1	Åsele_24	7100646	1571872	21HSV	2463	296,98	1,1	6,5	1.0		N	R	ME	50	JÖ	V	S	GF	XX	GRA		I				SE2		7099591	611195				32
_24
1975-12-03	1985-05-23	32	25	1	Åsele_25	7100850	1570650	21HSV	2463	294,23	0,6	4			N	R	ME	45	JÖ	I	S	GF	XX	GRA		I				SE2		7099779	609971				32_25
1958-01-22	1969-10-08	32	10	1	Åsele_10	7101846	1571653	21HSV	2463	296,31	0,6				N	R	TE		JÖ	V	S	GF	XX	GRA		I				SE2		7100787	610961				32_10
1958-04-15	1985-05-23	32	13	1	Åsele_13	7100824	1570853	21HSV	2463	296,18	0,5	3,9			N	R	ME	50	JÖ	V	S	GF	XX	GRA		I				SE2		7099756	610174				32_13
1958-06-17	1985-05-23	32	5	1	Åsele_5	7093529	1571835	20HNV	2463	295,56	0,2	4,1			N	R	ME	50	JÖ	I	S	GF	XX	GRA		I				SE2		7092476	611248				32_5
1968-07-03	2003-08-14	33	1	1	Umeå_1	7107305	1728850	21KSO	2480	66,18	1	10			N	R	ME	50	JÖ	M	GR	GF	XX	GNE	L	G				SE1		7108234	768038				33_1
1968-07-03	1983-12-31	33	2	1	Umeå_2	7107350	1728970	21KSO	2480	68,77	0,45	9,45			N	R	ME	50	JÖ	I	GR	GF	XX	GNE		G				SE1		7108281	768158				33_2
1968-07-03	1998-06-14	33	3	1	Umeå_3	7107610	1729520	21KSO	2480	64,43	1,15	10,15			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		G				SE1		7108548	768704				33_3
1992-09-16	2006-10-04	33	102	3	Umeå_102	7133677	1692621	21JNO	2404	256,04	0,7	3,6	1.00		NK	R	PX	37	JÖ	I	MN	XX	XX	GNE	L	I	3			SE1		7134140	731485				33_102
1968-07-05	1979-11-14	34	2	1	Skellefteå_2	7214010	1739579	23KSO	2482	62,8	0,75	9,15			N	R	ME	50	JÖ	U	SA	GF	XX	GRA		G				SE1		7215049	777408				34_2
1968-07-05	1979-11-14	34	3	1	Skellefteå_3	7213934	1739598	23KSO	2482	62,58	0,85	15,15			N	R	ME	50	JÖ	U	SA	GF	XX	GRA		G				SE1		7214973	777428				34_3
1973-01-01	1983-12-31	34	5	2	Skellefteå_5	7209788	1745123	23KSO	2482	39,54	1,09	38,44			NT	R	ME	50	JÖ	I	SA	GF	XX	GRA		G				SE1		7210899	783004				34_5
1972-08-01	1979-11-14	34	7	2	Skellefteå_7	7209756	1745333	23KSO	2482	40,18	1,59	13,59			N	R	ME	50	JÖ	I	SA	GF	XX	GRA		G				SE1		7210870	783215				34_7
1968-07-05	1979-11-14	34	8	1	Skellefteå_8	7209997	1745320	23KSO	2482	46,25	1,1	17,1			N	R	ME	50	JÖ	I	SA	GF	XX	GRA		G				SE1		7211110	783199				34_8
1968-07-05	1979-11-14	34	11	1	Skellefteå_11	7209953	1745243	23KSO	2482	44,67	0,85	8,97			N	R	ME	50	JÖ	I	SA	GF	XX	GRA		G				SE1		7211066	783122				34_11
1968-07-05	1973-02-28	34	1	1	Skellefteå_1	7213858	1739630	23KSO	2482	62,52	0,15	3,55			N	R	ME	50	JÖ	U	SA	GF	XX	GRA		G				SE1		7214898	777461				34_1
1968-07-05	1983-12-27	34	9	1	Skellefteå_9	7210048	1745193	23KSO	2482	44,85	0,9	9,06			N	R	ME	50	JÖ	I	SA	GF	XX	GRA		G				SE1		7211160	783071				34_9
1968-07-23	1976-05-04	35	1	1	Luleå_1	7287546	1789034	24LNO	2580	22,57	0,3	16,8			N	R	ME	35	JÖ	I	SA	GF	XX	GRA		G				SE1		7289202	825910				35_1
1968-07-09	1983-12-31	35	3	1	Luleå_3	7287838	1790240	24LNO	2580	20,83	0,8	12,7			N	R	ME	35	JÖ	I	SA	GF	XX	GRA		G				SE1		7289509	827112				35_3
1968-07-09	1983-12-31	35	4	1	Luleå_4	7287809	1790666	24LNO	2580	22,47	1	12,8			N	R	ME	35	JÖ	I	SA	GF	XX	GRA		G				SE1		7289486	827538				35_4
1968-07-09	1983-12-31	35	6	1	Luleå_6	7288199	1790117	24LNO	2580	20,81	0,8	10,9			N	R	ME	35	JÖ	V	SA	GF	XX	GRA		G				SE1		7289868	826985				35_6
1968-07-09	1973-12-04	35	7	1	Luleå_7	7288938	1790189	24LNO	2580	20,89	0,5	6,7			N	R	ME	35	JÖ	I	SA	GF	XX	GRA		G				SE1		7290608	827047				35_7
1968-07-07	1983-12-01	36	1	1	Mårdudden(Pålkem)_1	7366985	1746485	26KSO	2523	160					K	K	XX		JÖ	U	MN	XX	XX	POR		G		Alternativt omrnamn: Mårdudden		SE1		7368075	782348				36_1
1968-08-15	1977-10-01	37	4	1	Lappträsket(Pålkem)_4	7381718	1756341	25LNV	2523	224,48	0,15	2,93			N	R	ME		JÖ	I	GR	GF	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7382931	792012				37_4
1968-08-15	1977-09-27	37	5	1	Lappträsket(Pålkem)_5	7385398	1751654	26LNV	2523	273	0,15	2,95			N	R	ME		JÖ	I	MN	XX	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7386550	787278				37_5
1968-08-15	1977-10-01	37	6	1	Lappträsket(Pålkem)_6	7394022	1744937	26KNO	2523	326	0,2	2,9			N	R	ME		JÖ	M	MN	XX	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7395085	780452				37_6
1968-08-15	1975-08-15	37	7	1	Lappträsket(Pålkem)_7	7399625	1743296	26KNO	2523	366	0,3	2,93			N	R	ME		JÖ	I	MN	XX	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7400665	778739				37_7
1969-06-03	1977-10-01	37	8	1	Lappträsket(Pålkem)_8	7404445	1752400	27LSV	2523	382	0,35	2,96			N	R	ME		JÖ	I	MN	XX	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7405601	787778				37_8
1968-08-15	1977-10-01	37	9	1	Lappträsket(Pålkem)_9	7397354	1749247	26KNO	2523	323,64	0,3	2,94			N	R	ME		JÖ	I	SA	GF	XX	GNE		I		Alternativt omrnamn: Lappträsket		SE1		7398471	784717				37_9
1969-06-03	1979-01-18	37	11	1	Lappträsket(Pålkem)_11	7390617	1754879	26LNV	2523	307,26	0,3	2,94			N	R	ME		JÖ	V	MN	XX	XX	GNE		I		Alternativt omrnamn: Lappträsket		SE1		7391809	790435				37_11
1969-05-20	1977-10-01	37	13	1	Lappträsket(Pålkem)_13	7386366	1759615	26LNV	2523	276,24	0,35	2,92			N	R	ME		JÖ	V	MN	XX	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7387620	795225				37_13
1968-08-15	1977-10-01	37	15	1	Lappträsket(Pålkem)_15	7380670	1762686	26LNV	2523	192,47	0,4	2,95			N	R	ME		JÖ	I	SA	GF	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7381965	798369				37_15
1968-10-10	1977-10-01	37	16	1	Lappträsket(Pålkem)_16	7382605	1759824	26LNV	2523	231	0,9	2,96			N	R	ME		JÖ	I	MN	XX	S	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7383863	795482				37_16
1968-08-15	1977-10-01	37	17	1	Lappträsket(Pålkem)_17	7385898	1756960	26LNV	2523	275	0,4	2,96			N	R	ME		JÖ	V	MN	XX	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7387118	792577				37_17
1968-08-16	1976-07-20	37	20	1	Lappträsket(Pålkem)_20	7375121	1770450	26LNV	2582	207,46	0,2	2,92			N	R	ME		JÖ	V	MN	XX	XX	GRA		G		Alternativt omrnamn: Lappträsket		SE1		7376518	806203				37_20
1968-08-16	1969-12-18	37	21	1	Lappträsket(Pålkem)_21	7371418	1771951	26LSV	2582	166,14	0,8	2,85			N	R	ME		JÖ	I	MN	XX	XX	GRA		G		Alternativt omrnamn: Lappträsket		SE1		7372835	807751				37_21
1968-08-16	1977-10-01	37	23	1	Lappträsket(Pålkem)_23	7359630	1773524	26LSV	2582	111	0,25	2,97			N	R	ME		JÖ	I	MN	XX	XX	GRA		G		Alternativt omrnamn: Lappträsket		SE1		7361070	809476				37_23
1968-08-16	1977-10-01	37	24	1	Lappträsket(Pålkem)_24	7363480	1776112	26LSO	2582	154,57	0,8	2,9			N	R	ME		JÖ	I	MN	XX	XX	GRA		G		Alternativt omrnamn: Lappträsket		SE1		7364953	812013				37_24
1969-06-04	1977-10-01	37	28	1	Lappträsket(Pålkem)_28	7366528	1766818	26LSV	2582	105	0,25	2,86			N	R	ME		JÖ	I	MN	XX	SA	GRA		G		Alternativt omrnamn: Lappträsket		SE1		7367880	802682				37_28
1969-06-04	1977-10-01	37	29	1	Lappträsket(Pålkem)_29	7369616	1762024	26LSV	2582	178	0,3	2,92			N	R	ME	38	JÖ	I	SA	GF	XX	GRA		G		Alternativt omrnamn: Lappträsket		SE1		7370905	797850				37_29
1968-08-16	1977-10-01	37	30	1	Lappträsket(Pålkem)_30	7367745	1758152	26LSV	2582	169	0,2	2,94			N	R	ME	38	JÖ	I	GR	GF	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7368985	794003				37_30
1968-08-16	1977-10-01	37	31	1	Lappträsket(Pålkem)_31	7371774	1756762	26LSV	2582	291	0,35	2,94			N	R	ME	38	JÖ	I	MN	XX	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7372995	792561				37_31
1969-01-09	1971-08-03	37	35	1	Lappträsket(Pålkem)_35	7390585	1754879	26LNV	2523	307,84	0,5	5			NT	R	TR	2000	JÖ	V	MN	XX	XX	GNE		I		Alternativt omrnamn: Lappträsket		SE1		7391777	790435				37_35
1969-01-09	1971-07-15	37	36	1	Lappträsket(Pålkem)_36	7395761	1750010	26LNV	2523	365,59	0,4	10,6			NT	R	BE	600	JÖ	V	MN	XX	XX	GNE		I		Alternativt omrnamn: Lappträsket		SE1		7396889	785501				37_36
1969-01-07	1969-10-07	37	37	1	Lappträsket(Pålkem)_37	7408164	1738095	27KSO	2523	438,02	0,6				NT	R			JÖ	V	MN	XX	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7409134	773428				37_37
1974-08-29	1977-10-01	37	39	3	Lappträsket(Pålkem)_39	7363229	1778214	26LSO	2582	206	0,3	4,9			N	R	BE	900	JÖ	V	MN	XX	XX	GRA		G		Alternativt omrnamn: Lappträsket		SE1		7364729	814118				37_39
1970-08-05	1992-02-16	37	43	1	Lappträsket(Pålkem)_43	7399577	1743419	26KNO	2523	366,88	1,25	5,9	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7400618	778862				37_43
1970-08-04	1977-09-26	37	51	1	Lappträsket(Pålkem)_51	7366477	1766862	26LSV	2582	105,14	1,1	5,58	1.0		N	R	ME	50	JÖ	I	MN	XX	SA	GRA		G		Alternativt omrnamn: Lappträsket		SE1		7367830	802727				37_51
1970-08-04	1977-10-01	37	52	1	Lappträsket(Pålkem)_52	7371780	1756845	26LSV	2582	291,27	1,4	5,7	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7373002	792644				37_52
1972-05-10	1977-10-01	37	57	1	Lappträsket(Pålkem)_57	7377737	1767946	26LNV	2582	199,38	0,3	4,3			N	R	BE	800	JÖ	V	MN	XX	XX	GRA		G		Alternativt omrnamn: Lappträsket		SE1		7379101	803665				37_57
1970-08-05	1977-09-27	37	41	1	Lappträsket(Pålkem)_41	7381693	1756354	26LNV	2523	228,43	1,45	5,65	1.0		N	R	ME	50	JÖ	M	GR	GF	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7382906	792025				37_41
1970-08-18	1977-10-01	37	44	1	Lappträsket(Pålkem)_44	7404432	1752394	27LSV	2523	382,14	1,4	6,12	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7405588	787772				37_44
1970-08-05	1977-10-01	37	47	1	Lappträsket(Pålkem)_47	7382573	1759850	26LNV	2523	229,9	1,4	4,7	1.0		N	R	ME	50	JÖ	I	MN	XX	S	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7383831	795509				37_47
1969-06-18	1976-06-14	37	27	1	Lappträsket(Pålkem)_27	7354636	1767596	26LSV	2582	66,87	0,5	2,95			N	R	ME		JÖ	I	MN	XX	XX	POR		G		Alternativt omrnamn: Lappträsket		SE1		7356001	803614				37_27
1974-08-29	1977-10-01	37	40	2	Lappträsket(Pålkem)_40	7352463	1776451	26LSO	2582	97	0,5				N	R			JÖ	I	MN	XX	XX	GRA		G		Alternativt omrnamn: Lappträsket		SE1		7353943	812495				37_40
1974-08-29	1977-09-20	37	38	3	Lappträsket(Pålkem)_38	7366320	1771920	26LSV	2582	143,36	0,3	1,9			N	R	TR		JÖ	M	SA	LM	XX	GRA		G		Alternativt omrnamn: Lappträsket		SE1		7367738	807786				37_38
1968-08-15	1977-10-01	37	3	1	Lappträsket(Pålkem)_3	7378779	1761658	26LNV	2523	191,62	0,15	2,95			N	R	ME		JÖ	I	GR	GF	XX	GRA		G		Alternativt omrnamn: Lappträsket		SE1		7380061	797365				37_3
1969-09-01	1987-11-01	37	33	3	Lappträsket(Pålkem)_33	7377301	1759545	26LNV	2523	273,84	0,4	8,02			N	R	BE		JÖ	I	MN	XX	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7378557	795272				37_33
1970-08-05	1977-10-01	37	42	1	Lappträsket(Pålkem)_42	7393990	1744924	26KNO	2523	326,86	1,15	4,8	1.0		N	R	ME	50	JÖ	M	MN	XX	XX	GRA		I		Alternativt omrnamn: Lappträsket		SE1		7395052	780439				37_42
1972-12-21	1983-12-31	38	5	2	Svappavaara_5	7517750	1720410	29KSV	2584	319,03	1,3	4,3			N	R	ME	50	JÖ	I	GR	GF	XX	GRÖ		I				SE1		7518460	754325				38_5
1972-12-21	1983-12-31	38	8	2	Svappavaara_8	7517309	1720211	29KSV	2584	319,81	1,3	4,8			N	R	ME	50	JÖ	I	GR	GF	XX	GRÖ		I				SE1		7518017	754132				38_8
1970-07-09	1983-12-31	38	11	1	Svappavaara_11	7517235	1720063	29KSV	2584	321,25	1,2		1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRÖ		I				SE1		7517941	753985				38_11
1972-12-21	1983-12-15	38	2	2	Svappavaara_2	7517521	1720431	29KSV	2584	319,6	1,5	6,7			N	R	ME	50	JÖ	I	GR	GF	XX	GRÖ		I				SE1		7518231	754349				38_2
1972-12-21	1983-12-31	38	4	2	Svappavaara_4	7517674	1720364	29KSV	2584	319,17	1,3	6,7			N	R	ME	50	JÖ	I	GR	GF	XX	GRÖ		I				SE1		7518383	754280				38_4
1970-07-09	1975-11-02	38	12	1	Svappavaara_12	7517780	1720250	29KSV	2584	321,24	120				N	R	ME		JÖ		MN			KRI		I				SE1		7518488	754165				38_12
1968-07-14	1979-07-30	39	2	1	Abisko_2	7587519	1624281	30INV	2584	382,74	0,1	6			NT	R	BE		JÖ	I	MN	XX	XX	HSK		J				SE1		7586951	657317				39_2
1986-07-31	2006-12-15	39	6	3	Abisko_6	7574460	1623929	30ISV	2584	423,94	0,6	33,5			N	R	ME	100	BÖ	I	MN	XX	XX	HSK		J				SE1		7573892	657136				39_6
1995-10-01	2004-08-13	39	9	2	Abisko_9	7587630	1623950	30INV	2584	386,51	0,6	6,05	1.0		N	R	PL	50	JÖ	I	MN	XX	XX	HSK		J				SE1		7587057	656985				39
_9
1978-04-20	2004-08-13	39	11	1	Abisko_11	7587100	1624020	30INV	2584	410,47	1,1	9,8	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	HSK		J				SE1		7586528	657062				39
_11
1995-06-21	2004-08-13	39	4	2	Abisko_4	7587630	1623950	30INV	2584	387,33	1,3	3,8	1.0		N	R	PL	50	JÖ	I	MN	XX	XX	HSK		J				SE1		7587057	656985				39_4
1968-04-20	1969-12-21	40	1	1	Skanör-Falsterbo_1	6147495	1313513	01CNV	1233	1,83	0,25	3,05			N	R	BE	1000	JÖ	M	SA	LM	XX	KST						SE4		6143803	364541				40_1
1968-04-20	1969-05-04	40	2	1	Skanör-Falsterbo_2	6146949	1312657	01CNV	1233	1,92	0,05	3,05			N	R	BE	1000	JÖ	M	SA	LM	XX	KST		A				SE4		6143248	363692				40_2
1969-05-04	1969-08-31	40	3	3	Skanör-Falsterbo_3	6145972	1312190	01CNV	1233	1,97	0,15	1,7			N	R	ME	50	JÖ	M	SA	LM	XX	KST		A				SE4		6142266	363236				40_3
1968-04-20	1969-12-21	40	5	1	Skanör-Falsterbo_5	6144326	1311508	01CNV	1233	2,37	1,2	3,65			N	R	BE	2000	JÖ	M	SA	LM	XX	KST		A				SE4		6140613	362574				40_5
1968-04-20	1969-05-04	40	4	1	Skanör-Falsterbo_4	6144628	1311665	01CNV	1233	1,54	0,2	3,6			N	R	BE	1000	JÖ	M	SA	LM	XX	KST		A				SE4		6140917	362727				40_4
1970-12-15	1983-12-31	41	3	1	Sandhammaren_3	6141821	1396946	01DNO	1286	6,38	0,9	7,75	1.0		N	R	ME	50	JÖ	I	SA	LM	XX	LSK		A				SE4		6139099	447988				41_3
1970-12-15	1977-09-30	41	4	1	Sandhammaren_4	6143264	1396378	01DNO	1286	17,19	1	11,3	1.0		N	R	ME	50	JÖ	I	SA	GF	XX	LSK		A				SE4		6140535	447403				41_4
1970-12-15	1983-12-31	41	8	1	Sandhammaren_8	6141731	1394209	01DNO	1286	11,58	1	12,45	1.0		N	R	ME	50	JÖ	I	SA	GF	XX	LSK		A				SE4		6138978	445253				41_8
1971-12-15	1983-12-31	42	4	2	Arjeplog_4	7324058	1605128	25ISV	2506	449,57	1,35	10,8	1.00		NT	R	ME	50	JÖ	M	SA	GF	XX	GRA		I				SE1		7323340	641589				42_4
1971-07-31	1983-12-31	42	6	1	Arjeplog_6	7323421	1604685	25ISV	2506	449,63	1,3	6,2	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		I				SE1		7322698	641154				42
_6
1971-07-31	1983-12-31	42	9	1	Arjeplog_9	7323793	1605639	25ISV	2506	452,6	1,4	12,8	1.0		N	R	ME	50	JÖ	I	SA	GF	XX	GRA		I				SE1		7323082	642103				42
_9
1971-07-31	1983-12-31	42	11	1	Arjeplog_11	7323768	1606021	25ISV	2506	450,82	1,3	11,3	1.0		N	R	ME	50	JÖ	M	SA	GF	XX	GRA		I				SE1		7323062	642485				42_11
